EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;4.159;0.000;0.000;0.000;1425.650
0.020;0.000;0.000;4.178;0.000;0.000;0.000;1426.450
0.021;0.000;0.000;4.209;0.000;0.000;0.000;1426.400
0.022;0.000;0.000;4.219;0.000;0.000;0.000;1426.150
0.023;0.000;0.000;4.225;0.000;0.000;0.000;1426.750
0.024;0.000;0.000;4.225;0.000;0.000;0.000;1426.550
0.025;0.000;0.000;4.216;0.000;0.000;0.000;1426.750
0.026;0.000;0.000;4.216;0.000;0.000;0.000;1426.700
0.027;0.000;0.000;4.219;0.000;0.000;0.000;1426.550
0.028;0.000;0.000;4.222;0.000;0.000;0.000;1426.650
0.029;0.000;0.000;4.228;0.000;0.000;0.000;1426.550
0.030;0.000;0.000;4.237;0.000;0.000;0.000;1426.750
0.031;0.000;0.000;4.206;0.000;0.000;0.000;1426.000
0.032;0.000;0.000;4.191;0.000;0.000;0.000;1425.950
0.033;0.000;0.000;4.184;0.000;0.000;0.000;1425.850
0.034;0.000;0.000;4.181;0.000;0.000;0.000;1426.050
0.035;0.000;0.000;4.162;0.000;0.000;0.000;1425.950
0.036;0.000;0.000;4.169;0.000;0.000;0.000;1426.150
0.037;0.000;0.000;4.188;0.000;0.000;0.000;1425.550
0.038;0.000;0.000;4.181;0.000;0.000;0.000;1425.800
0.039;0.000;0.000;4.194;0.000;0.000;0.000;1425.650
0.040;0.000;0.000;4.200;0.000;0.000;0.000;1425.700
0.041;0.000;0.000;4.181;0.000;0.000;0.000;1425.650
0.042;0.000;0.000;4.169;0.000;0.000;0.000;1425.600
0.043;0.000;0.000;4.172;0.000;0.000;0.000;1425.250
0.044;0.000;0.000;4.175;0.000;0.000;0.000;1426.100
0.045;0.000;0.000;4.284;0.000;0.000;0.000;1426.150
0.046;0.000;0.000;4.287;0.000;0.000;0.000;1426.400
0.047;0.000;0.000;4.275;0.000;0.000;0.000;1427.300
0.048;0.000;0.000;4.316;0.000;0.000;0.000;1426.300
0.049;0.000;0.000;4.322;0.000;0.000;0.000;1426.700
0.050;0.000;0.000;4.309;0.000;0.000;0.000;1426.200
0.051;0.000;0.000;4.344;0.000;0.000;0.000;1425.450
0.052;0.000;0.000;4.334;0.000;0.000;0.000;1426.150
0.053;0.000;0.000;4.312;0.000;0.000;0.000;1426.350
0.054;0.000;0.000;4.278;0.000;0.000;0.000;1424.350
0.055;0.000;0.000;4.278;0.000;0.000;0.000;1425.050
0.056;0.000;0.000;4.278;0.000;0.000;0.000;1424.750
0.057;0.000;0.000;4.169;0.000;0.000;0.000;1424.650
