EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;5.091;0.000;0.000;0.000;1424.050
0.020;0.000;0.000;5.062;0.000;0.000;0.000;1423.450
0.021;0.000;0.000;5.034;0.000;0.000;0.000;1423.250
0.022;0.000;0.000;5.013;0.000;0.000;0.000;1424.000
0.023;0.000;0.000;5.072;0.000;0.000;0.000;1423.400
0.024;0.000;0.000;5.041;0.000;0.000;0.000;1423.600
0.025;0.000;0.000;5.031;0.000;0.000;0.000;1424.050
0.026;0.000;0.000;5.072;0.000;0.000;0.000;1423.100
0.027;0.000;0.000;5.056;0.000;0.000;0.000;1423.650
0.028;0.000;0.000;5.009;0.000;0.000;0.000;1423.500
0.029;0.000;0.000;5.022;0.000;0.000;0.000;1422.300
0.030;0.000;0.000;5.009;0.000;0.000;0.000;1423.200
0.031;0.000;0.000;5.013;0.000;0.000;0.000;1423.200
0.032;0.000;0.000;4.912;0.000;0.000;0.000;1422.300
0.033;0.000;0.000;4.881;0.000;0.000;0.000;1423.450
0.034;0.000;0.000;4.919;0.000;0.000;0.000;1423.100
0.035;0.000;0.000;4.881;0.000;0.000;0.000;1423.300
0.036;0.000;0.000;4.850;0.000;0.000;0.000;1424.400
0.037;0.000;0.000;4.894;0.000;0.000;0.000;1423.450
0.038;0.000;0.000;4.891;0.000;0.000;0.000;1424.100
0.039;0.000;0.000;4.850;0.000;0.000;0.000;1424.300
0.040;0.000;0.000;4.894;0.000;0.000;0.000;1423.250
0.041;0.000;0.000;4.862;0.000;0.000;0.000;1424.200
0.042;0.000;0.000;4.878;0.000;0.000;0.000;1424.300
0.043;0.000;0.000;4.844;0.000;0.000;0.000;1423.950
0.044;0.000;0.000;4.819;0.000;0.000;0.000;1424.950
0.045;0.000;0.000;4.878;0.000;0.000;0.000;1424.700
0.046;0.000;0.000;4.881;0.000;0.000;0.000;1425.300
0.047;0.000;0.000;4.856;0.000;0.000;0.000;1425.900
0.048;0.000;0.000;4.934;0.000;0.000;0.000;1425.200
0.049;0.000;0.000;4.931;0.000;0.000;0.000;1425.400
0.050;0.000;0.000;4.916;0.000;0.000;0.000;1425.200
0.051;0.000;0.000;4.938;0.000;0.000;0.000;1423.250
0.052;0.000;0.000;4.919;0.000;0.000;0.000;1423.900
0.053;0.000;0.000;4.906;0.000;0.000;0.000;1423.350
0.054;0.000;0.000;4.875;0.000;0.000;0.000;1422.200
0.055;0.000;0.000;4.859;0.000;0.000;0.000;1422.750
0.056;0.000;0.000;4.866;0.000;0.000;0.000;1423.150
0.057;0.000;0.000;4.847;0.000;0.000;0.000;1423.500
