EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;4.638;0.000;0.000;0.000;1426.300
0.020;0.000;0.000;4.666;0.000;0.000;0.000;1426.550
0.021;0.000;0.000;4.684;0.000;0.000;0.000;1427.150
0.022;0.000;0.000;4.688;0.000;0.000;0.000;1426.200
0.023;0.000;0.000;4.700;0.000;0.000;0.000;1427.350
0.024;0.000;0.000;4.744;0.000;0.000;0.000;1426.550
0.025;0.000;0.000;4.675;0.000;0.000;0.000;1426.700
0.026;0.000;0.000;4.691;0.000;0.000;0.000;1426.150
0.027;0.000;0.000;4.719;0.000;0.000;0.000;1426.100
0.028;0.000;0.000;4.728;0.000;0.000;0.000;1425.550
0.029;0.000;0.000;4.744;0.000;0.000;0.000;1425.700
0.030;0.000;0.000;4.763;0.000;0.000;0.000;1425.750
0.031;0.000;0.000;4.781;0.000;0.000;0.000;1425.350
0.032;0.000;0.000;4.884;0.000;0.000;0.000;1426.250
0.033;0.000;0.000;4.900;0.000;0.000;0.000;1425.550
0.034;0.000;0.000;4.809;0.000;0.000;0.000;1425.900
0.035;0.000;0.000;4.822;0.000;0.000;0.000;1425.750
0.036;0.000;0.000;4.853;0.000;0.000;0.000;1425.400
0.037;0.000;0.000;4.844;0.000;0.000;0.000;1425.150
0.038;0.000;0.000;4.847;0.000;0.000;0.000;1425.250
0.039;0.000;0.000;4.866;0.000;0.000;0.000;1424.850
0.040;0.000;0.000;4.872;0.000;0.000;0.000;1424.950
0.041;0.000;0.000;4.869;0.000;0.000;0.000;1424.400
0.042;0.000;0.000;4.875;0.000;0.000;0.000;1424.700
0.043;0.000;0.000;4.909;0.000;0.000;0.000;1424.050
0.044;0.000;0.000;4.872;0.000;0.000;0.000;1424.550
0.045;0.000;0.000;5.019;0.000;0.000;0.000;1424.700
0.046;0.000;0.000;5.003;0.000;0.000;0.000;1425.500
0.047;0.000;0.000;5.000;0.000;0.000;0.000;1425.550
0.048;0.000;0.000;4.987;0.000;0.000;0.000;1425.850
0.049;0.000;0.000;4.984;0.000;0.000;0.000;1425.600
0.050;0.000;0.000;4.966;0.000;0.000;0.000;1426.000
0.051;0.000;0.000;4.916;0.000;0.000;0.000;1426.050
0.052;0.000;0.000;4.822;0.000;0.000;0.000;1425.150
0.053;0.000;0.000;4.809;0.000;0.000;0.000;1426.000
0.054;0.000;0.000;4.859;0.000;0.000;0.000;1424.700
0.055;0.000;0.000;4.844;0.000;0.000;0.000;1425.450
0.056;0.000;0.000;4.884;0.000;0.000;0.000;1424.700
0.057;0.000;0.000;4.875;0.000;0.000;0.000;1425.750
