EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;4.947;0.000;0.000;0.000;1422.900
0.020;0.000;0.000;4.903;0.000;0.000;0.000;1424.800
0.021;0.000;0.000;4.966;0.000;0.000;0.000;1424.150
0.022;0.000;0.000;4.869;0.000;0.000;0.000;1423.500
0.023;0.000;0.000;4.844;0.000;0.000;0.000;1424.400
0.024;0.000;0.000;4.869;0.000;0.000;0.000;1422.600
0.025;0.000;0.000;4.831;0.000;0.000;0.000;1423.100
0.026;0.000;0.000;4.806;0.000;0.000;0.000;1423.400
0.027;0.000;0.000;4.838;0.000;0.000;0.000;1422.250
0.028;0.000;0.000;4.809;0.000;0.000;0.000;1423.550
0.029;0.000;0.000;4.797;0.000;0.000;0.000;1423.700
0.030;0.000;0.000;4.791;0.000;0.000;0.000;1423.150
0.031;0.000;0.000;4.778;0.000;0.000;0.000;1424.450
0.032;0.000;0.000;4.897;0.000;0.000;0.000;1424.250
0.033;0.000;0.000;4.869;0.000;0.000;0.000;1424.600
0.034;0.000;0.000;4.856;0.000;0.000;0.000;1425.650
0.035;0.000;0.000;4.912;0.000;0.000;0.000;1425.350
0.036;0.000;0.000;4.900;0.000;0.000;0.000;1425.750
0.037;0.000;0.000;4.894;0.000;0.000;0.000;1425.950
0.038;0.000;0.000;4.881;0.000;0.000;0.000;1424.450
0.039;0.000;0.000;4.881;0.000;0.000;0.000;1425.300
0.040;0.000;0.000;4.875;0.000;0.000;0.000;1424.650
0.041;0.000;0.000;4.841;0.000;0.000;0.000;1424.150
0.042;0.000;0.000;4.847;0.000;0.000;0.000;1425.050
0.043;0.000;0.000;4.878;0.000;0.000;0.000;1425.350
0.044;0.000;0.000;4.878;0.000;0.000;0.000;1426.100
0.045;0.000;0.000;4.866;0.000;0.000;0.000;1427.050
0.046;0.000;0.000;4.931;0.000;0.000;0.000;1426.350
0.047;0.000;0.000;4.912;0.000;0.000;0.000;1426.800
0.048;0.000;0.000;4.884;0.000;0.000;0.000;1426.350
0.049;0.000;0.000;4.894;0.000;0.000;0.000;1425.550
0.050;0.000;0.000;4.875;0.000;0.000;0.000;1426.150
0.051;0.000;0.000;4.931;0.000;0.000;0.000;1425.800
0.052;0.000;0.000;4.838;0.000;0.000;0.000;1425.000
0.053;0.000;0.000;4.806;0.000;0.000;0.000;1426.150
0.054;0.000;0.000;4.844;0.000;0.000;0.000;1424.350
0.055;0.000;0.000;4.794;0.000;0.000;0.000;1424.350
0.056;0.000;0.000;4.766;0.000;0.000;0.000;1425.100
0.057;0.000;0.000;4.778;0.000;0.000;0.000;1423.250
