EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;5.131;0.000;0.000;0.000;1424.150
0.020;0.000;0.000;5.097;0.000;0.000;0.000;1423.300
0.021;0.000;0.000;5.128;0.000;0.000;0.000;1424.400
0.022;0.000;0.000;5.178;0.000;0.000;0.000;1423.450
0.023;0.000;0.000;5.147;0.000;0.000;0.000;1424.850
0.024;0.000;0.000;5.172;0.000;0.000;0.000;1423.850
0.025;0.000;0.000;5.153;0.000;0.000;0.000;1425.850
0.026;0.000;0.000;5.191;0.000;0.000;0.000;1424.600
0.027;0.000;0.000;5.125;0.000;0.000;0.000;1424.100
0.028;0.000;0.000;5.131;0.000;0.000;0.000;1425.450
0.029;0.000;0.000;5.156;0.000;0.000;0.000;1424.700
0.030;0.000;0.000;5.134;0.000;0.000;0.000;1425.900
0.031;0.000;0.000;5.153;0.000;0.000;0.000;1424.550
0.032;0.000;0.000;5.128;0.000;0.000;0.000;1425.800
0.033;0.000;0.000;5.272;0.000;0.000;0.000;1425.800
0.034;0.000;0.000;5.172;0.000;0.000;0.000;1424.900
0.035;0.000;0.000;5.125;0.000;0.000;0.000;1425.650
0.036;0.000;0.000;5.125;0.000;0.000;0.000;1424.850
0.037;0.000;0.000;5.100;0.000;0.000;0.000;1426.400
0.038;0.000;0.000;5.131;0.000;0.000;0.000;1425.300
0.039;0.000;0.000;5.081;0.000;0.000;0.000;1425.250
0.040;0.000;0.000;5.084;0.000;0.000;0.000;1425.800
0.041;0.000;0.000;5.050;0.000;0.000;0.000;1424.750
0.042;0.000;0.000;5.006;0.000;0.000;0.000;1426.050
0.043;0.000;0.000;5.031;0.000;0.000;0.000;1424.700
0.044;0.000;0.000;4.997;0.000;0.000;0.000;1425.450
0.045;0.000;0.000;5.031;0.000;0.000;0.000;1424.450
0.046;0.000;0.000;4.994;0.000;0.000;0.000;1425.350
0.047;0.000;0.000;4.956;0.000;0.000;0.000;1425.700
0.048;0.000;0.000;4.947;0.000;0.000;0.000;1424.400
0.049;0.000;0.000;4.919;0.000;0.000;0.000;1425.500
0.050;0.000;0.000;4.922;0.000;0.000;0.000;1424.300
0.051;0.000;0.000;4.897;0.000;0.000;0.000;1425.450
0.052;0.000;0.000;5.019;0.000;0.000;0.000;1425.600
0.053;0.000;0.000;4.897;0.000;0.000;0.000;1424.700
0.054;0.000;0.000;4.862;0.000;0.000;0.000;1425.300
0.055;0.000;0.000;4.894;0.000;0.000;0.000;1424.500
0.056;0.000;0.000;4.878;0.000;0.000;0.000;1425.950
0.057;0.000;0.000;4.906;0.000;0.000;0.000;1424.450
