EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;4.853;0.000;0.000;0.000;1428.850
0.020;0.000;0.000;4.872;0.000;0.000;0.000;1428.650
0.021;0.000;0.000;4.731;0.000;0.000;0.000;1429.150
0.022;0.000;0.000;4.747;0.000;0.000;0.000;1427.900
0.023;0.000;0.000;4.759;0.000;0.000;0.000;1427.600
0.024;0.000;0.000;4.753;0.000;0.000;0.000;1427.350
0.025;0.000;0.000;4.781;0.000;0.000;0.000;1426.650
0.026;0.000;0.000;4.831;0.000;0.000;0.000;1427.150
0.027;0.000;0.000;4.869;0.000;0.000;0.000;1427.650
0.028;0.000;0.000;4.884;0.000;0.000;0.000;1427.350
0.029;0.000;0.000;5.013;0.000;0.000;0.000;1428.350
0.030;0.000;0.000;5.013;0.000;0.000;0.000;1428.050
0.031;0.000;0.000;5.025;0.000;0.000;0.000;1427.550
0.032;0.000;0.000;4.916;0.000;0.000;0.000;1427.950
0.033;0.000;0.000;4.925;0.000;0.000;0.000;1427.850
0.034;0.000;0.000;4.931;0.000;0.000;0.000;1427.850
0.035;0.000;0.000;4.922;0.000;0.000;0.000;1427.750
0.036;0.000;0.000;4.947;0.000;0.000;0.000;1427.000
0.037;0.000;0.000;4.947;0.000;0.000;0.000;1426.750
0.038;0.000;0.000;4.938;0.000;0.000;0.000;1427.200
0.039;0.000;0.000;4.950;0.000;0.000;0.000;1427.450
0.040;0.000;0.000;4.969;0.000;0.000;0.000;1427.850
0.041;0.000;0.000;4.969;0.000;0.000;0.000;1428.000
0.042;0.000;0.000;4.981;0.000;0.000;0.000;1427.950
0.043;0.000;0.000;4.981;0.000;0.000;0.000;1429.600
0.044;0.000;0.000;4.987;0.000;0.000;0.000;1429.300
0.045;0.000;0.000;4.969;0.000;0.000;0.000;1428.600
0.046;0.000;0.000;4.869;0.000;0.000;0.000;1429.450
0.047;0.000;0.000;4.869;0.000;0.000;0.000;1429.050
0.048;0.000;0.000;4.866;0.000;0.000;0.000;1428.600
0.049;0.000;0.000;4.709;0.000;0.000;0.000;1429.000
0.050;0.000;0.000;4.713;0.000;0.000;0.000;1427.950
0.051;0.000;0.000;4.737;0.000;0.000;0.000;1428.200
0.052;0.000;0.000;4.713;0.000;0.000;0.000;1428.500
0.053;0.000;0.000;4.716;0.000;0.000;0.000;1427.700
0.054;0.000;0.000;4.728;0.000;0.000;0.000;1429.200
0.055;0.000;0.000;4.741;0.000;0.000;0.000;1429.150
0.056;0.000;0.000;4.737;0.000;0.000;0.000;1428.600
0.057;0.000;0.000;4.688;0.000;0.000;0.000;1430.250
