EXP_Time;EXP_PosRef;EXP_PosFb;EXP_Pressure_A;EXP_Pressure_B;EXP_Speed;EXP_Velocity;Exp_Current
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.016;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.019;0.000;0.000;5.009;0.000;0.000;0.000;1424.100
0.020;0.000;0.000;5.028;0.000;0.000;0.000;1423.600
0.021;0.000;0.000;5.034;0.000;0.000;0.000;1422.900
0.022;0.000;0.000;4.963;0.000;0.000;0.000;1423.900
0.023;0.000;0.000;5.016;0.000;0.000;0.000;1423.800
0.024;0.000;0.000;5.041;0.000;0.000;0.000;1422.600
0.025;0.000;0.000;4.991;0.000;0.000;0.000;1423.350
0.026;0.000;0.000;5.025;0.000;0.000;0.000;1423.700
0.027;0.000;0.000;5.047;0.000;0.000;0.000;1422.850
0.028;0.000;0.000;4.978;0.000;0.000;0.000;1423.550
0.029;0.000;0.000;5.013;0.000;0.000;0.000;1424.400
0.030;0.000;0.000;5.025;0.000;0.000;0.000;1423.100
0.031;0.000;0.000;4.987;0.000;0.000;0.000;1424.150
0.032;0.000;0.000;5.019;0.000;0.000;0.000;1424.650
0.033;0.000;0.000;5.041;0.000;0.000;0.000;1423.450
0.034;0.000;0.000;5.003;0.000;0.000;0.000;1425.150
0.035;0.000;0.000;5.034;0.000;0.000;0.000;1425.200
0.036;0.000;0.000;5.059;0.000;0.000;0.000;1423.950
0.037;0.000;0.000;4.987;0.000;0.000;0.000;1425.300
0.038;0.000;0.000;5.019;0.000;0.000;0.000;1425.000
0.039;0.000;0.000;5.025;0.000;0.000;0.000;1424.650
0.040;0.000;0.000;4.969;0.000;0.000;0.000;1426.150
0.041;0.000;0.000;5.019;0.000;0.000;0.000;1425.950
0.042;0.000;0.000;5.047;0.000;0.000;0.000;1424.800
0.043;0.000;0.000;4.991;0.000;0.000;0.000;1425.700
0.044;0.000;0.000;5.009;0.000;0.000;0.000;1425.550
0.045;0.000;0.000;5.022;0.000;0.000;0.000;1424.650
0.046;0.000;0.000;4.966;0.000;0.000;0.000;1425.050
0.047;0.000;0.000;4.981;0.000;0.000;0.000;1424.900
0.048;0.000;0.000;5.025;0.000;0.000;0.000;1423.900
0.049;0.000;0.000;4.953;0.000;0.000;0.000;1424.400
0.050;0.000;0.000;4.994;0.000;0.000;0.000;1424.700
0.051;0.000;0.000;5.000;0.000;0.000;0.000;1423.850
0.052;0.000;0.000;4.953;0.000;0.000;0.000;1424.300
0.053;0.000;0.000;4.972;0.000;0.000;0.000;1425.700
0.054;0.000;0.000;4.991;0.000;0.000;0.000;1423.900
0.055;0.000;0.000;4.950;0.000;0.000;0.000;1424.700
0.056;0.000;0.000;4.909;0.000;0.000;0.000;1425.850
0.057;0.000;0.000;4.931;0.000;0.000;0.000;1424.400
