time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4
0;21;39;361;0
1;15;38;363;0
2;21;39;362;0
3;2;39;361;0
4;17;50;362;0
5;21;28;363;0
6;14;39;366;0
7;24;40;362;0
8;22;39;364;0
9;16;51;365;0
10;21;29;360;0
11;13;38;363;0
12;21;38;362;0
13;22;39;362;0
14;15;24;362;0
15;22;38;357;0
16;12;39;359;0
17;25;39;364;0
18;22;39;362;0
19;14;41;363;0
20;22;38;365;0
21;13;39;364;0
22;12;36;360;0
23;21;38;362;0
24;16;38;364;0
25;22;38;362;0
26;47;39;362;0
27;18;36;362;0
28;22;36;361;0
29;15;38;362;0
30;20;38;364;0
31;28;39;362;0
32;21;47;366;0
33;22;34;363;0
34;14;38;361;0
35;23;37;364;0
36;22;39;362;0
37;16;57;363;0
38;21;42;359;0
39;15;38;368;0
40;24;39;364;0
41;21;39;362;0
42;17;20;363;0
43;21;39;359;0
44;15;39;366;0
45;24;40;365;0
46;22;39;365;0
47;15;39;362;0
48;21;38;380;0
49;16;40;373;0
50;18;37;362;0
51;21;40;363;0
52;15;38;361;0
53;22;38;352;0
54;19;39;365;0
55;3;36;362;0
56;22;42;363;0
57;15;39;361;0
58;21;39;362;0
59;34;39;362;0
60;7;33;362;0
61;21;39;362;0
62;15;39;362;0
63;22;38;363;0
64;15;39;364;0
65;19;43;362;0
66;21;28;363;0
67;15;40;363;0
68;26;44;366;0
69;18;40;364;0
70;15;46;363;0
71;21;17;361;0
72;13;39;361;0
73;22;37;361;0
74;21;39;362;0
75;15;48;363;0
76;22;41;358;0
77;14;38;368;0
78;26;37;362;0
79;22;40;363;0
80;16;35;363;0
81;21;36;374;0
82;15;38;362;0
83;26;38;364;0
84;22;40;364;0
85;15;38;362;0
86;22;39;359;0
87;14;40;374;0
88;26;37;362;0
89;22;42;362;0
90;15;38;363;0
91;24;37;361;0
92;33;38;364;0
93;8;33;362;0
94;22;40;364;0
95;16;39;366;0
96;21;38;362;0
97;13;39;362;0
98;14;47;363;0
99;22;19;359;0
100;14;39;367;0
101;21;38;363;0
102;22;40;363;0
103;15;38;362;0
104;27;39;363;0
105;10;38;354;0
106;26;37;363;0
107;22;40;363;0
108;14;38;362;0
109;21;38;351;0
110;14;39;362;0
111;9;34;363;0
112;21;44;362;0
113;14;38;363;0
114;22;38;362;0
115;25;38;363;0
116;18;40;364;0
117;22;23;363;0
118;15;38;365;0
119;24;37;362;0
120;22;39;362;0
121;16;30;364;0
122;21;38;365;0
123;10;38;347;0
124;25;37;364;0
125;21;41;364;0
126;15;39;362;0
127;20;38;368;0
128;19;38;370;0
129;26;39;362;0
130;22;41;360;0
131;15;40;362;0
132;21;38;360;0
133;30;40;362;0
134;12;35;362;0
135;22;38;365;0
136;14;38;361;0
137;22;38;365;0
138;3;38;362;0
139;17;50;362;0
140;16;26;362;0
141;14;39;364;0
142;23;40;363;0
143;21;39;362;0
144;16;58;362;0
145;21;44;363;0
146;15;39;367;0
147;21;39;362;0
148;22;40;363;0
149;16;32;362;0
150;21;39;364;0
151;17;38;352;0
152;21;37;361;0
153;19;34;361;0
154;15;39;364;0
155;22;39;356;0
156;13;40;363;0
157;24;39;364;0
158;22;37;362;0
159;15;38;361;0
160;22;39;365;0
161;38;38;361;0
162;25;40;362;0
163;23;35;362;0
164;14;38;361;0
165;22;39;360;0
166;10;42;365;0
167;16;41;364;0
168;21;31;360;0
169;14;39;362;0
170;22;38;363;0
171;22;40;362;0
172;15;56;364;0
173;22;52;363;0
174;13;39;362;0
175;21;38;363;0
176;23;39;362;0
177;16;27;362;0
178;22;38;366;0
179;13;39;352;0
180;22;37;363;0
181;22;40;363;0
182;16;39;362;0
183;22;38;376;0
184;15;39;351;0
185;26;37;364;0
186;22;42;365;0
