time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4
0;15;34;362;0
1;19;37;362;0
2;22;36;351;0
3;15;24;363;0
4;0;37;364;0
5;21;35;361;0
6;14;17;358;0
7;22;35;362;0
8;22;36;364;0
9;16;31;363;0
10;26;37;366;0
11;21;35;368;0
12;14;48;363;0
13;35;37;362;0
14;21;36;366;0
15;15;51;362;0
16;15;36;362;0
17;22;36;365;0
18;15;48;361;0
19;18;32;360;0
20;21;38;366;0
21;22;40;362;0
22;16;37;372;0
23;22;48;363;0
24;26;36;364;0
25;12;36;359;0
26;22;23;365;0
27;2;34;362;0
28;11;36;345;0
29;21;18;362;0
30;0;38;363;0
31;12;37;351;0
32;17;36;355;0
33;10;31;361;0
34;11;37;360;0
35;22;31;360;0
36;19;32;362;0
37;13;37;355;0
38;21;24;363;0
39;22;32;361;0
40;11;36;353;0
41;22;22;362;0
42;16;33;363;0
43;10;37;357;0
44;21;23;362;0
45;8;38;365;0
46;11;36;366;0
47;22;32;362;0
48;28;36;361;0
49;14;36;363;0
50;21;39;363;0
51;26;36;362;0
52;16;37;362;0
53;22;41;361;0
54;28;34;365;0
55;14;37;360;0
56;21;32;363;0
57;18;36;364;0
58;11;36;366;0
59;22;35;362;0
60;18;35;361;0
61;13;36;358;0
62;22;40;365;0
63;21;34;362;0
64;13;38;363;0
65;21;40;362;0
66;23;37;362;0
67;14;37;365;0
68;21;37;362;0
69;20;34;362;0
70;14;37;364;0
71;22;40;363;0
72;24;34;363;0
73;14;36;360;0
74;21;38;367;0
75;23;35;362;0
76;15;37;365;0
77;21;39;361;0
78;24;36;362;0
79;15;36;365;0
80;25;39;362;0
81;24;37;364;0
82;15;37;364;0
83;21;39;362;0
84;21;36;363;0
85;15;37;365;0
86;21;41;363;0
87;26;30;358;0
88;15;36;364;0
89;21;39;362;0
90;22;34;365;0
91;14;36;364;0
92;22;37;363;0
93;20;36;362;0
94;15;37;367;0
95;21;38;362;0
96;21;35;362;0
97;14;37;364;0
98;21;37;365;0
99;21;36;363;0
100;15;34;362;0
101;21;37;361;0
102;20;36;362;0
103;14;37;362;0
104;21;40;363;0
105;19;35;362;0
106;15;37;366;0
107;21;37;362;0
108;20;36;364;0
109;15;37;362;0
110;21;37;364;0
111;20;36;362;0
112;15;36;362;0
113;22;37;362;0
114;21;36;363;0
115;15;37;363;0
116;19;35;363;0
117;21;36;349;0
118;15;29;362;0
119;27;36;361;0
120;22;35;363;0
121;15;57;363;0
122;32;37;363;0
123;22;37;372;0
124;14;44;363;0
125;15;37;363;0
126;22;39;362;0
127;24;37;362;0
128;8;36;367;0
129;22;46;369;0
130;24;38;365;0
131;16;36;358;0
132;21;34;360;0
133;6;32;362;0
134;14;37;357;0
135;21;23;362;0
136;0;36;362;0
137;14;36;358;0
138;21;22;361;0
139;0;36;362;0
140;15;36;364;0
141;21;27;362;0
142;0;39;364;0
143;15;37;355;0
144;21;18;359;0
145;12;32;362;0
146;11;36;348;0
147;22;13;363;0
148;16;36;362;0
149;13;38;356;0
150;22;22;362;0
151;14;34;363;0
152;15;36;367;0
153;22;35;361;0
154;24;34;362;0
155;9;42;364;0
156;21;33;363;0
157;20;36;364;0
158;16;36;365;0
159;22;34;362;0
160;17;34;362;0
161;15;36;367;0
162;22;38;364;0
163;21;34;363;0
164;15;38;364;0
165;22;35;363;0
166;20;36;364;0
167;15;38;364;0
168;27;34;364;0
169;22;36;365;0
170;14;36;363;0
171;21;37;364;0
172;22;36;361;0
173;15;36;364;0
174;21;38;362;0
175;19;36;362;0
176;15;36;367;0
177;21;38;364;0
178;22;36;363;0
179;15;37;365;0
