time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1392;96;367;0;0;1414;0;0;0;0;0;0;0;0;2699;0
1;1407;76;362;0;0;1414;0;0;0;0;0;0;0;0;2699;0
2;1400;93;316;0;0;1414;0;0;0;0;0;0;0;0;2699;0
3;1413;81;358;0;0;1414;0;0;0;0;0;0;0;0;2699;0
4;1396;88;342;0;0;1414;0;0;0;0;0;0;0;0;2699;0
5;1417;89;376;0;0;1414;0;0;0;0;0;0;0;0;2699;0
6;1395;95;319;0;0;1414;0;0;0;0;0;0;0;0;2699;0
7;1413;98;373;0;0;1414;0;0;0;0;0;0;0;0;2699;0
8;1396;88;371;0;0;1414;0;0;0;0;0;0;0;0;2699;0
9;1412;117;362;0;0;1414;0;0;0;0;0;0;0;0;2699;0
10;1407;92;342;0;0;1414;0;0;0;0;0;0;0;0;2699;0
11;1409;116;362;0;0;1414;0;0;0;0;0;0;0;0;2699;0
12;1399;88;308;0;0;1414;0;0;0;0;0;0;0;0;2699;0
13;1418;112;362;0;0;1414;0;0;0;0;0;0;0;0;2699;0
14;1399;86;358;0;0;1414;0;0;0;0;0;0;0;0;2699;0
15;1408;128;323;0;0;1414;0;0;0;0;0;0;0;0;2699;0
16;1407;88;349;0;0;1414;0;0;0;0;0;0;0;0;2699;0
17;1405;108;318;0;0;1414;0;0;0;0;0;0;0;0;2699;0
18;1411;89;344;0;0;1414;0;0;0;0;0;0;0;0;2699;0
19;1389;94;366;0;0;1414;0;0;0;0;0;0;0;0;2699;0
20;1418;86;355;0;0;1414;0;0;0;0;0;0;0;0;2699;0
21;1392;90;369;0;0;1414;0;0;0;0;0;0;0;0;2699;0
22;1417;90;304;0;0;1414;0;0;0;0;0;0;0;0;2699;0
23;1390;92;370;0;0;1414;0;0;0;0;0;0;0;0;2699;0
24;1413;82;302;0;0;1414;0;0;0;0;0;0;0;0;2699;0
25;1391;92;347;0;0;1414;0;0;0;0;0;0;0;0;2699;0
26;1411;82;361;0;0;1414;0;0;0;0;0;0;0;0;2699;0
27;1389;89;359;0;0;1414;0;0;0;0;0;0;0;0;2699;0
28;1412;80;320;0;0;1414;0;0;0;0;0;0;0;0;2699;0
29;1397;82;369;0;0;1414;0;0;0;0;0;0;0;0;2699;0
30;1413;113;386;0;0;1414;0;0;0;0;0;0;0;0;2699;0
31;1404;89;364;0;0;1414;0;0;0;0;0;0;0;0;2699;0
32;1406;91;332;0;0;1414;0;0;0;0;0;0;0;0;2699;0
33;1405;85;356;0;0;1414;0;0;0;0;0;0;0;0;2699;0
34;1401;96;309;0;0;1414;0;0;0;0;0;0;0;0;2699;0
35;1407;88;346;0;0;1414;0;0;0;0;0;0;0;0;2699;0
36;1395;94;299;0;0;1414;0;0;0;0;0;0;0;0;2699;0
37;1414;87;344;0;0;1414;0;0;0;0;0;0;0;0;2699;0
38;1386;92;313;0;0;1414;0;0;0;0;0;0;0;0;2699;0
39;1421;89;284;0;0;1414;0;0;0;0;0;0;0;0;2699;0
40;1390;96;304;0;0;1414;0;0;0;0;0;0;0;0;2699;0
41;1415;82;350;0;0;1414;0;0;0;0;0;0;0;0;2699;0
42;1391;94;320;0;0;1414;0;0;0;0;0;0;0;0;2699;0
43;1406;84;290;0;0;1414;0;0;0;0;0;0;0;0;2699;0
44;1398;93;376;0;0;1414;0;0;0;0;0;0;0;0;2699;0
45;1405;82;315;0;0;1414;0;0;0;0;0;0;0;0;2699;0
46;1400;92;368;0;0;1414;0;0;0;0;0;0;0;0;2699;0
47;1415;86;375;0;0;1414;0;0;0;0;0;0;0;0;2699;0
