time;ADC1_Channel_1;ADC1_Channel_2;ADC1_Channel_3;ADC1_Channel_4;ADC1_Channel_5;ADC1_Channel_6;ADC1_Channel_7;ADC1_Channel_8;ADC1_Channel_9;ADC1_Channel_10;ADC1_Channel_11;ADC1_Channel_12;ADC1_Channel_13;ADC1_Channel_14;ADC1_Channel_15;ADC1_Channel_16
0;1420;84;260;0;0;3459;0;0;0;0;0;0;0;0;2699;0
1;1431;129;330;0;0;3459;0;0;0;0;0;0;0;0;2699;0
2;1443;80;256;0;0;3459;0;0;0;0;0;0;0;0;2699;0
3;1418;92;261;1;0;3459;0;0;0;0;0;0;0;0;2699;0
4;1446;84;316;0;0;3459;0;0;0;0;0;0;0;0;2699;0
5;1437;81;313;0;0;3459;0;0;0;0;0;0;0;0;2699;0
6;1408;88;320;8;0;3459;0;0;0;0;0;0;0;0;2699;0
7;1431;72;314;0;0;3459;0;0;0;0;0;0;0;0;2699;0
8;1428;82;314;0;0;3459;0;0;0;0;0;0;0;0;2699;0
9;1410;89;262;0;0;3459;0;0;0;0;0;0;0;0;2699;0
10;1447;81;259;0;0;3459;0;0;0;0;0;0;0;0;2699;0
11;1424;85;327;0;0;3459;0;0;0;0;0;0;0;0;2699;0
12;1438;121;351;0;0;3459;0;0;0;0;0;0;0;0;2699;0
13;1439;80;310;0;0;3459;0;0;0;0;0;0;0;0;2699;0
14;1409;89;327;4;0;3459;0;0;0;0;0;0;0;0;2699;0
15;1441;79;340;0;0;3459;0;0;0;0;0;0;0;0;2699;0
16;1436;81;330;0;0;3459;0;0;0;0;0;0;0;0;2699;0
17;1414;92;288;6;0;3459;0;0;0;0;0;0;0;0;2699;0
18;1434;80;261;0;0;3459;0;0;0;0;0;0;0;0;2699;0
19;1423;84;260;0;0;3459;0;0;0;0;0;0;0;0;2699;0
20;1416;90;262;0;0;3459;0;0;0;0;0;0;0;0;2699;0
21;1441;84;248;0;0;3459;0;0;0;0;0;0;0;0;2699;0
22;1418;85;261;0;0;3459;0;0;0;0;0;0;0;0;2699;0
23;1412;96;258;0;0;3459;0;0;0;0;0;0;0;0;2699;0
24;1441;82;242;0;0;3459;0;0;0;0;0;0;0;0;2699;0
25;1423;90;323;0;0;3459;0;0;0;0;0;0;0;0;2699;0
26;1418;104;267;0;0;3459;0;0;0;0;0;0;0;0;2699;0
27;1441;84;289;0;0;3459;0;0;0;0;0;0;0;0;2699;0
28;1422;87;280;0;0;3459;0;0;0;0;0;0;0;0;2699;0
29;1430;130;344;0;0;3459;0;0;0;0;0;0;0;0;2699;0
30;1441;81;312;0;0;3459;0;0;0;0;0;0;0;0;2699;0
31;1414;89;299;6;0;3459;0;0;0;0;0;0;0;0;2699;0
32;1446;86;332;0;0;3459;0;0;0;0;0;0;0;0;2699;0
33;1437;83;326;0;0;3459;0;0;0;0;0;0;0;0;2699;0
34;1409;91;292;4;0;3459;0;0;0;0;0;0;0;0;2699;0
35;1439;76;276;0;0;3459;0;0;0;0;0;0;0;0;2699;0
36;1421;89;274;0;0;3459;0;0;0;0;0;0;0;0;2699;0
37;1409;92;262;0;0;3459;0;0;0;0;0;0;0;0;2699;0
38;1443;77;291;0;0;3459;0;0;0;0;0;0;0;0;2699;0
39;1428;88;301;0;0;3459;0;0;0;0;0;0;0;0;2699;0
40;1424;96;316;0;0;3459;0;0;0;0;0;0;0;0;2699;0
41;1444;84;254;0;0;3459;0;0;0;0;0;0;0;0;2699;0
42;1417;89;318;2;0;3459;0;0;0;0;0;0;0;0;2699;0
43;1445;96;283;0;0;3459;0;0;0;0;0;0;0;0;2699;0
44;1435;84;318;0;0;3459;0;0;0;0;0;0;0;0;2699;0
45;1409;84;280;10;0;3459;0;0;0;0;0;0;0;0;2699;0
46;1435;72;282;0;0;3459;0;0;0;0;0;0;0;0;2699;0
47;1433;84;310;0;0;3459;0;0;0;0;0;0;0;0;2699;0
